"Category","Reviews","Installs","Size","Price","Content.Rating"
2,524,7,90,34,2
3,46,10,124,34,2
2,242,4,157,34,2
3,31,4,103,34,2
3,106,4,123,34,2
3,276,13,142,34,2
2,13,4,12,34,2
3,3564,16,27,34,2
2,1,5,38,34,2
3,940,13,102,34,2
3,633,4,100,34,2
3,331,7,105,34,2
2,760,13,38,34,2
2,45221,3,186,34,2
3,112,4,62,34,2
2,13974,16,44,34,2
2,4075,7,40,34,2
3,1100,13,87,34,2
2,222,4,47,34,2
2,4668,7,20,34,2
2,19203,16,18,34,2
2,7546,7,17,34,2
2,69,2,38,34,2
3,2556,7,19,34,2
2,107,4,81,34,2
2,840,13,42,34,2
2,13,14,107,34,2
3,581,4,109,34,2
3,368,7,185,34,2
3,4433,7,20,34,2
3,2,17,77,34,2
2,12,2,59,34,2
2,4,2,121,34,2
2,6,2,183,34,2
2,17,4,3,34,2
2,185,4,97,34,2
2,3,2,49,34,2
2,22339,1,68,34,2
3,4,8,194,26,2
3,32,17,31,30,2
3,6,14,118,24,2
3,17,17,59,19,2
2,31,8,172,2,2
2,61,17,191,13,2
2,1657,4,19,16,2
3,158,4,194,34,2
3,4,8,193,23,2
2,1704,7,8,34,2
3,12,17,15,14,2
2,324,13,194,34,2
2,19,2,117,34,2
2,134,7,56,34,2
2,54,2,16,34,2
2,5,2,51,34,2
2,3,8,117,34,2
2,3,8,141,34,2
2,2351,7,49,34,2
3,989,13,22,34,2
2,7786,16,17,34,2
2,403,13,16,34,2
2,13,2,16,34,2
2,5045,7,42,34,2
3,95,10,37,34,2
3,2,17,55,34,2
3,1,8,53,34,2
3,6,2,38,34,2
3,30222,1,194,34,2
2,42,17,41,34,2
2,20,10,22,34,2
2,130,10,17,34,2
3,3374,7,194,34,2
3,102,4,38,34,2
3,143,4,58,34,2
3,80,4,194,34,2
3,9,2,15,34,2
3,3,2,15,34,2
2,3775,7,23,34,2
2,12616,7,25,34,2
2,330,7,82,34,2
2,24,2,65,34,2
3,4985,16,194,34,2
3,41,4,62,34,2
3,1679,4,118,34,2
2,18360,1,121,34,2
2,1616,7,79,34,2
2,35,4,84,34,2
2,1762,7,84,34,2
2,56810,1,16,34,2
2,2182,13,194,34,2
2,37508,1,88,34,2
2,34805,1,146,34,2
2,18185,1,99,34,2
2,1,14,40,34,2
2,9,17,17,34,2
2,27236,1,128,34,2
2,384,4,57,34,2
3,2,2,22,34,2
2,53,4,65,34,2
3,191,4,91,34,2
2,4,14,51,34,2
2,542,13,9,34,2
2,1350,4,19,34,2
2,35398,1,189,34,2
2,8,8,100,34,2
3,2036,7,76,34,2
3,1,2,68,34,2
3,1594,7,194,34,2
3,24,2,22,34,2
3,10,2,165,34,2
3,44,2,64,34,2
3,433,7,16,34,2
2,243,4,50,34,2
3,37,4,20,34,2
3,10,17,20,34,2
2,426,4,153,34,2
2,337,7,48,34,2
2,285,13,19,34,2
3,270,13,107,34,2
3,10,17,91,34,2
3,1,2,133,34,2
3,100,4,59,34,2
3,131,4,90,34,2
2,22,2,75,34,2
2,42,4,20,34,2
2,2362,7,16,34,2
2,63,17,183,25,2
2,7,8,16,34,2
2,7,17,15,34,2
2,10,2,15,34,2
3,6,8,79,34,2
2,175,13,162,34,2
2,196,4,137,34,2
2,803,13,57,34,2
3,3,8,62,34,2
3,1,8,62,34,2
2,20548,1,123,34,2
2,2,14,27,34,2
2,6553,13,136,1,2
2,67,4,82,34,2
3,254,4,104,34,2
2,25,4,159,34,2
2,6,2,79,34,2
3,1,8,90,34,2
2,3,17,22,34,2
3,21,4,32,34,2
2,4,2,21,34,2
2,40029,7,61,34,2
2,1886,7,59,34,2
3,2728,7,62,34,5
3,1159,7,162,34,4
3,12,2,18,34,2
2,1419,13,38,34,2
2,152,13,16,34,3
2,492,13,32,34,3
2,37349,1,155,34,2
3,6,10,70,34,2
3,1,2,69,34,2
2,140,13,40,34,2
2,4757,1,194,34,2
3,207,13,17,34,2
3,335,13,122,34,2
3,201,13,104,34,3
3,103,4,131,34,2
3,43,4,8,34,2
3,57,10,58,34,2
2,13,17,110,34,2
2,4,8,73,34,2
2,951,7,55,34,2
2,341,13,36,1,2
2,8136,7,157,34,2
2,423,7,49,34,2
3,1049,13,110,34,2
3,45,4,9,34,2
2,248,13,17,34,2
2,106,10,22,34,2
2,2,8,16,34,2
3,2640,7,40,34,2
3,7615,16,121,34,2
2,1538,7,16,34,2
3,195,2,57,4,2
3,273,13,57,34,2
2,7897,16,15,34,2
2,6336,7,69,34,2
2,21,10,83,34,2
2,81,4,40,34,2
2,6131,7,47,34,2
3,1,5,3,34,2
