,App_Names,Reviews,Size,Price,Last Updated,Minimum Android Version,install,Content
553,Deep Meditation: Relaxation & Sleep Meditation App,2438,4.4,0.0,33,4.0,100000,0
554,"MINDBODY - Book Fitness, Wellness, Salon, and Spa",6656,20.0,0.0,32,4.142857142857143,1000000,0
556,UnitedHealthcare,260,18.0,0.0,33,5.0,10000,0
557,Patient Aid,1319,32.0,0.0,33,4.0,50000,0
559,Hidrate Spark Water Bottle,4239,29.0,0.0,33,5.0,50000,0
561,Hydro Coach PRO - Drink water,9087,16.0,5.99,33,4.0,50000,0
562,DrinKup ï¿½ Your Smart Bottle Friend,110,30.0,0.0,34,4.0,1000,0
566,"Sleep sounds - Relax, Yoga, Sleep, Meditation",2387,3.7,0.0,32,5.0,100000,0
568,Ocean Sounds Relax n Sleep,4177,15.0,0.0,33,4.0,100000,0
569,Water Sounds Nature Sounds,3201,24.0,0.0,33,4.0,100000,0
570,Thunderstorm Sounds Nature,2398,19.0,0.0,33,4.0,100000,0
571,Farmï¿½cias de Serviï¿½o .net,4709,25.270662905500703,0.0,51,4.142857142857143,500000,0
572,"Body Measurement, Body Fat and Weight Loss Tracker",1418,25.270662905500703,0.0,33,4.142857142857143,100000,0
575,Kaiser Permanente,12927,29.0,0.0,33,5.0,1000000,0
576,UHC StudentResources,290,6.3,0.0,36,4.0,50000,0
577,Consumer Accounts with UMR,8,2.4,0.0,37,6.0,1000,0
578,UHC Healthy Pregnancy,38,46.0,0.0,33,4.0,5000,0
579,Express Scripts,14163,8.3,0.0,34,4.0,500000,0
580,F45 Training,196,6.7,0.0,36,4.0,100000,0
581,Health Mate - Total Health Tracking,44722,25.270662905500703,0.0,33,4.142857142857143,1000000,0
582,White Noise & Deep Sleep Sounds - Fan & Baby Sleep,1370,58.0,0.0,41,6.0,50000,0
584,HIIT & Cardio Workout by Fitify,13692,38.0,0.0,41,4.0,1000000,0
585,sFilter - Blue Light Filter,6105,2.3,0.0,32,4.0,500000,0
586,Blue Light Filter & Night Mode - Night Shift,43773,3.6,0.0,33,4.0,1000000,0
587,Bluelight Filter for Eye Care,340580,6.1,0.0,34,4.0,10000000,0
588,"Blue Light Filter - Night Mode, Night Shift",246914,25.270662905500703,0.0,35,4.142857142857143,10000000,0
589,Seconds Pro - Interval Timer,2481,5.6,4.99,34,5.0,10000,0
591,Healthy Detox Drinks: 300+ Recipes,5,18.0,0.99,39,4.0,50,0
594,"Weight Diary - Weight Loss Tracker, BMI, Body Fat",254,11.0,0.0,35,5.0,50000,0
595,BMI & Weight Control,1840,25.270662905500703,0.0,34,4.142857142857143,100000,0
596,BMI Calculator & Weight Loss Tracker,124030,4.2,0.0,34,5.0,10000000,0
597,BMI Calculator,3896,3.6,0.0,34,4.0,1000000,0
598,"Accolade, Inc.",353,25.270662905500703,0.0,32,4.142857142857143,50000,0
599,Tabela Tuss,86,3.2,0.0,62,4.0,5000,0
600,Solfeggio Frequencies : Chakra Healing,2118,53.0,0.0,34,4.0,100000,0
601,MedBridge GO for Patients,1773,25.0,0.0,34,4.0,50000,0
602,Apphealing,23,53.0,6.99,43,4.0,100,0
603,"Plank Workout-30 Day Challenge, Full body workout",40619,25.270662905500703,0.0,33,4.0,500000,0
604,Diabetes Diary - Blood Glucose Tracker,174,7.9,0.0,33,4.0,10000,0
605,Quit Drinking ï¿½ Stay Sober,193,5.9,0.0,33,4.0,10000,0
606,Weight,1193,25.270662905500703,0.0,33,4.142857142857143,100000,0
607,My Contractions Tracker,147,2.6,0.0,34,4.0,50000,0
608,Abs Workout,2538,9.5,0.0,35,4.0,100000,0
619,Amerifit Nutrition Tracker,50,25.270662905500703,0.0,40,4.142857142857143,5000,0
621,White Noise,15885,25.270662905500703,0.99,39,4.142857142857143,100000,0
623,Rise ï¿½ Sleep Better,53,59.0,0.0,33,5.0,10000,0
624,"KFit - Fitness, Beauty, Spa",1098,18.0,0.0,37,4.0,100000,0
625,myCOMPASS PA,2604,39.0,0.0,34,6.0,100000,0
626,Sitting Still,23,38.0,1.99,67,4.0,1000,0
628,MDLIVE for Cigna,51,35.0,0.0,57,4.0,10000,0
631,Breakthrough Therapy,42,23.0,0.0,60,4.0,5000,0
633,Coach by Cigna,3778,34.0,0.0,55,4.0,1000000,0
634,Apps & Activities,15,22.0,0.0,37,6.0,1000,0
635,Cigna Health Benefits,268,2.2,0.0,59,4.0,100000,0
637,Cigna Envoy,681,11.0,0.0,32,5.0,50000,0
641,Home Workout for Men - Bodybuilding,27289,9.8,0.0,33,4.0,1000000,0
642,Yoga Workout - Yoga for Beginners - Daily Yoga,2957,20.0,0.0,33,4.0,100000,0
643,Beachbody On Demand - The Best Fitness Workouts,2350,12.0,0.0,33,5.0,500000,0
644,Sobriety Counter ï¿½ Bad Habits,21186,4.7,0.0,34,4.0,500000,0
646,BD Provider App,45,13.0,0.0,63,4.0,10000,0
649,"Body Calculator (BMI, TDEE...)",376,7.1,0.0,40,5.0,100000,0
650,Weight Tracker aktiWeight,3522,4.8,0.0,32,4.0,100000,0
651,Gorilla Workout: Build Muscle & Lose Weight Easily,1509,86.0,0.99,44,4.0,10000,0
653,Gympass,6020,5.9,0.0,34,5.0,500000,0
659,Food Diary,1240,4.3,0.0,40,4.0,100000,0
667,FitToFit - Fitbit to Google Fit,1074,3.3,0.0,32,4.0,100000,0
668,St John Ambulance First Aid,3308,11.0,0.0,61,1.0,500000,0
670,White Noise - Baby Sleep Sounds,161,3.6,0.0,32,5.0,10000,0
681,OvuView: Ovulation & Fertility,41612,25.270662905500703,0.0,42,4.142857142857143,1000000,0
683,Ovulation Calendar & Fertility - Boy or Girl,6868,6.9,0.0,34,4.0,500000,0
685,Wave Sounds,156,20.0,0.0,42,2.0,10000,0
686,Styrkelabbet,483,27.0,0.0,34,4.0,10000,0
688,Break Reminder,299,3.4,0.0,36,4.0,10000,0
689,I need hugs,114,7.9,0.0,42,4.0,10000,0
691,Daily Workout - Lose Belly Fat in 7 Minutes,17,4.6,0.0,34,4.0,1000,0
692,Bluelight Filter,6990,186.0,0.0,34,4.0,500000,0
693,Zika Vï¿½rus - Minha Vida,46,2.8,0.0,69,4.0,1000,0
694,Suunto,7806,30.0,0.0,32,5.0,100000,0
700,Yoga for Beginners ï¿½ Daily Yoga Workout at Home,1073,28.0,0.0,34,4.0,100000,0
701,"Keep Yoga - Yoga & Meditation, Yoga Daily Fitness",11367,25.270662905500703,0.0,33,4.142857142857143,500000,0
702,Down Dog | Great Yoga Anywhere,34708,9.1,0.0,33,4.0,1000000,1
703,"Interval Timer - HIIT, Tabata, Crossfit Training",132,5.8,0.0,33,4.0,50000,0
704,Notify & Fitness for Mi Band,28906,14.0,0.0,33,4.0,1000000,0
705,JUKUSUI,19683,25.270662905500703,0.0,33,4.142857142857143,1000000,0
710,Sync Fix for Fitbit and Huawei/Honor phones,141,3.2,0.0,33,4.0,10000,0
714,"Brown Noise, Pink Noise and White Noise.",553,4.7,0.0,32,4.0,10000,0
715,BMI Calculator - BMR Calculator & Ideal Weight,144,2.2,0.0,33,4.0,10000,0
716,Sobriety Clock,541,25.270662905500703,0.0,33,4.142857142857143,100000,1
720,NA Meeting Search 3.3,2395,7.0,0.0,39,4.0,100000,0
721,Twilight: Blue light filter,341452,25.270662905500703,0.0,36,4.142857142857143,5000000,0
722,Drink Water Reminder - Water Tracker & Alarm,2665,3.5,0.0,34,5.0,100000,0
723,Hydro Coach - Drink Water Reminder & Water Tracker,101694,17.0,0.0,33,4.0,1000000,0
725,PhysiAppï¿½,37,9.5,0.0,38,4.0,10000,0
726,BodySpace - Social Fitness App,19686,71.0,0.0,35,4.0,1000000,1
727,Go: Audio Workouts & Fitness,406,22.0,0.0,33,5.0,10000,0
728,Music for Meditation,2881,87.0,0.0,36,4.0,100000,0
729,mental health,131,12.0,0.0,35,4.0,50000,0
734,BMI for Kids calculator Percentile child BMI Chart,12,3.8,0.0,41,4.0,1000,0
735,Arm Workout - Biceps Exercise,85082,12.0,0.0,36,4.0,10000000,0
736,200 Push-Ups - Ultimate Workout,8666,6.0,0.0,33,4.0,100000,0
737,Movesum ï¿½ Steps by Lifesum,297,6.3,0.0,64,4.0,50000,0
738,My Doctor Online (NCAL Only),543,43.0,0.0,34,6.0,100000,0
739,Make me Healthy ?? Fitness & Healthy Lifestyle app,59,3.0,0.0,36,4.0,1000,0
740,Fitbit Plus - Health Coaching,98,36.0,0.0,34,5.0,10000,0
741,iFlex by Infinisource,63,2.4,0.0,37,6.0,10000,0
742,Auro : Gym Audio Workouts,82,41.0,0.0,33,5.0,10000,0
743,Anytime Fitness,829,18.0,0.0,32,5.0,500000,0
744,Crunch Fitness,918,40.0,0.0,36,5.0,100000,0
745,Waking Up with Sam Harris - Mindfulness Meditation,4240,16.0,0.0,33,4.0,100000,0
746,She Fit - Female Fitness,34,36.0,0.0,33,4.0,1000,0
747,Timer Pro - Workouts Timer,1088,22.0,0.0,38,4.0,100000,0
748,??????? ???? ?? ???? ?????,17,3.8,0.0,37,4.0,5000,0
749,Vitamin Deficiency Finder,1442,25.270662905500703,0.0,35,4.142857142857143,100000,0
751,Thyroid Nodule and Cancer Guide,9,19.0,0.0,34,5.0,100,0
753,Learn Acupressure Basics,1457,4.1,0.0,37,4.0,100000,0
754,Ingred,1389,3.7,0.0,34,4.0,100000,0
755,Water Drink Reminder - Hydro+,547,25.270662905500703,2.99,38,4.142857142857143,1000,0
756,Engage Wellbeing,366,32.0,0.0,33,5.0,10000,0
759,Plum Market,41,13.0,0.0,33,4.0,10000,0
760,The 28 Day Diet,4,12.0,0.99,45,4.0,100,0
761,MOVEEFFECT,11,3.6,0.0,37,4.0,1000,0
762,"Gym WP - Dumbbell, Barbell and Supersets Workouts",22522,22.0,0.0,32,4.0,500000,0
763,ThinkUp: Positive Affirmations,1999,76.0,0.0,32,4.0,100000,0
765,Virginia Mason Medical Center,15,3.5,0.0,46,4.0,1000,0
766,OmaMehilï¿½inen,467,21.0,0.0,32,5.0,100000,0
767,TomTom Sports,45482,43.0,0.0,35,4.0,1000000,0
769,Accupressure Yoga Point Tips,26,8.3,0.0,35,4.0,5000,0
770,TCM Acupoint index for acupuncture,962,10.0,0.0,34,4.0,100000,0
771,Asian Health,62,25.270662905500703,3.49,35,4.142857142857143,5000,0
772,Acupressure Point for 300+ Diseases,50,5.4,0.0,47,4.0,10000,0
773,Step Counter - Calorie Counter - Pedometer Free,881,1.9,0.0,36,4.0,100000,0
774,Weight Calendar,1688,1.8,0.0,38,4.0,50000,0
775,Drink Water: Water tracker and reminder alarm,1575,1.9,0.0,36,4.0,50000,0
776,Simple Meditation,1817,9.8,0.0,55,4.0,100000,0
777,CVS/pharmacy,160889,63.0,0.0,33,4.0,10000000,0
778,RunDouble Couch to 5K PRO,214,34.0,1.59,96,2.0,10000,0
779,Half Marathon PRO by RunDouble,11,34.0,1.59,96,2.0,1000,0
780,10K PRO by RunDouble,23,34.0,1.59,96,2.0,1000,0
781,Couch to 5k & 10k,2085,14.0,0.0,48,4.0,100000,0
782,Keep Trainer - Workout Trainer & Fitness Coach,63661,25.270662905500703,0.0,33,4.142857142857143,5000000,0
784,Strong Legs in 30 Days - Legs Workout,10410,40.0,0.0,32,4.0,1000000,0
785,Lose Belly Fat - Home Workout,5671,59.0,0.0,32,4.0,1000000,0
786,Home Workout - No Equipment,25121,74.0,0.0,32,4.0,1000000,0
787,Strong Arms in 30 Days - Biceps Exercise,6775,36.0,0.0,32,4.0,1000000,0
788,Kickboxing - Fitness and Self Defense,7922,53.0,0.0,32,4.0,500000,0
789,Salud Responde,8223,25.270662905500703,0.0,47,4.0,1000000,0
790,HealthHub SG,1564,37.0,0.0,35,5.0,100000,0
791,HealthEngine,7335,16.0,0.0,33,4.0,100000,0
792,Polar Beat - Multisport Fitness App,27961,68.0,0.0,33,5.0,1000000,0
798,iMuscle 2,2581,31.0,1.99,34,4.0,50000,0
799,Tecnofit Box,126,25.0,0.0,32,4.0,50000,0
800,Philips Sonicare,1791,84.0,0.0,33,6.0,100000,0
801,Oral-B,18091,95.0,0.0,34,6.0,1000000,0
802,My KP Meds,144,47.0,0.0,33,6.0,10000,0
803,Kaiser Permanente Washington,770,18.0,0.0,35,5.0,100000,0
804,Boseï¿½ Sleep,2104,53.0,0.0,33,5.0,50000,0
805,Trainingym,1338,21.0,0.0,33,4.0,100000,0
806,Pharmacie de Garde CI et Prix,3029,6.9,0.0,47,2.0,100000,3
807,Medicaments de France,25,2.8,0.0,34,4.0,1000,0
811,Aetna International,56,3.8,0.0,37,4.0,10000,0
812,Aetna Mobile,3963,38.0,0.0,35,4.0,1000000,0
814,LA Fitness Mobile,8116,12.0,0.0,34,4.0,1000000,0
815,eGym Fitness app,5853,25.270662905500703,0.0,33,4.142857142857143,100000,0
816,Doctor At Home,376,8.2,0.0,36,4.0,100000,0
818,????????? ???? ???,420,1.7,0.0,34,4.0,100000,0
819,Smoothies and Healthy Juices,161,11.0,0.0,32,4.0,10000,0
829,Phiten????????????,10,11.0,0.0,35,5.0,10000,0
830,The Wonder Weeks,10668,19.0,2.99,38,4.0,500000,0
831,Tarjeton Digital IMSS,349,29.0,0.0,34,4.0,10000,0
832,Life Time Member App,3347,51.0,0.0,33,5.0,100000,0
833,The Gym,45,30.0,0.0,35,5.0,10000,0
835,Quit Tracker: Stop Smoking,57700,4.7,0.0,35,4.0,1000000,0
836,Stop Smoking - EasyQuit free,55808,4.4,0.0,34,4.0,1000000,0
837,Fap Watch: Quit your fap addiction,492,4.0,0.0,38,4.0,50000,0
838,Fat Burning Workouts - Lose Weight Home Workout,5984,10.0,0.0,35,4.0,1000000,0
844,Bodyweight Workout,20341,2.5,0.0,32,4.0,1000000,0
845,Start Running. Couch to 5K Run Tracker,7393,3.4,0.0,32,4.0,500000,0
846,Samsung Health,667452,79.0,0.0,33,5.0,500000000,0
847,Thermo - Smart Fever Management,220,22.0,0.0,39,4.0,50000,0
849,Timer Plus - Workouts Timer,1152,16.0,0.0,38,4.0,100000,0
851,Back pain exercises,203,45.0,0.0,33,4.0,10000,0
852,?? ???,285,3.7,0.0,34,4.0,50000,0
853,home workout exercise and yoga,112,48.0,0.0,35,5.0,1000,0
854,MENSTRUATION  REMEDIES and PERIOD TRACKER,3,4.6,0.0,38,4.0,100,0
856,Virgin Active,922,58.0,0.0,34,5.0,100000,0
857,Bodybuilding.com Store,2406,19.0,0.0,37,4.0,500000,0
858,Sleep Time : Sleep Cycle Smart Alarm Clock Tracker,31161,36.0,0.0,50,4.0,1000000,0
860,Heart Rate Plus - Pulse & Heart Rate Monitor,15942,25.270662905500703,0.0,33,4.142857142857143,1000000,0
861,LifeCoin - Rewards for Walking & Step Counting,486,47.0,0.0,41,5.0,10000,0
862,Runtastic Heart Rate Monitor & Pulse Checker,148695,25.270662905500703,0.0,41,4.142857142857143,5000000,0
863,Cardiograph - Heart Rate Meter,200924,25.270662905500703,0.0,47,4.142857142857143,10000000,0
864,Accurate Heart Rate Monitor,3287,2.2,0.0,34,5.0,100000,0
867,NutriBullet Balance,94,74.0,0.0,34,5.0,10000,0
869,HASfit Home Workout Routines & Fitness Plans,2441,21.0,0.0,34,4.0,100000,0
870,Nourish Perfect Portions,9,4.6,0.0,50,4.0,1000,0
871,BMI Calculator,54135,2.4,0.0,32,4.0,1000000,0
872,Balance Health,571,6.8,0.0,32,4.0,10000,0
873,FITINDEX,128,25.270662905500703,0.0,33,4.0,10000,0
878,Round the Bays,15,33.0,0.0,46,2.0,1000,0
879,Del amor y otros demonios libro,3,19.0,0.0,35,6.0,1000,0
880,Home Workout - No Equipment,281,25.0,0.0,37,4.0,10000,0
881,Wellie,42,81.0,0.0,38,4.0,10000,0
882,Boxing Interval Timer,6629,25.270662905500703,0.0,36,4.142857142857143,500000,0
883,SmartWOD Timer - WOD timer for Cross Training,822,15.0,0.0,33,4.0,100000,0
884,LES MILLS On Demand,652,16.0,0.0,33,4.0,10000,0
890,30 Day Fitness Challenge : Fitness Workout at Gym,529,9.2,0.0,33,4.0,100000,0
891,Meditation Music for Sleep & Relaxing Mind - Body,187,7.9,0.0,35,4.0,10000,0
892,Serenity: Guided Meditation & Mindfulness,1300,83.0,0.0,32,4.0,50000,0
893,Mood Log,1052,5.1,0.0,44,4.0,10000,0
896,Am I Pregnant?(Pregnancy test),483,7.7,0.0,35,4.0,100000,0
897,Reverie: 30 day meditation Challenge,15,36.0,0.0,35,4.0,1000,0
899,iFasting - Simple Intermittent Fasting Tracker,2425,11.0,0.0,33,4.0,100000,0
900,LIFE Fasting Tracker,938,78.0,0.0,33,6.0,50000,0
901,Intermittent Fasting,15,12.0,0.0,34,4.0,10000,0
902,Zero Calories - fasting tracker for weight loss,4724,11.0,0.0,33,4.0,100000,0
907,Ketogenic Diet Low carb recipes for Weight Loss,24,10.0,0.0,36,4.0,1000,0
909,From Seed to Spoon Vegetable & Fruit Grow Guides,288,53.0,0.0,33,4.0,50000,0
910,Vacunas,6,7.2,0.0,34,4.0,500,0
912,MiPrescripcion,7,16.0,0.0,39,4.0,100,0
913,ASISA,1861,27.0,0.0,33,4.0,100000,0
914,Pure Madrid (Alertas de Contaminaciï¿½n),422,3.2,0.0,33,4.0,10000,0
915,Citas Andalucï¿½a,46,55.0,0.0,39,4.0,10000,0
916,Dona Sangre Andalucï¿½a,200,4.0,0.0,55,4.0,10000,0
918,It Works! Live Fit,173,14.0,0.0,34,5.0,10000,0
922,WebMD Allergy,6116,30.0,0.0,35,4.0,100000,0
923,WebMD Baby,5514,20.0,0.0,35,4.0,500000,0
926,Smart Fit Colombia,785,31.0,0.0,33,4.0,100000,0
927,Sugar Sense - Diabetes App,1313,40.0,0.0,33,4.0,100000,0
928,Onpoint,1,8.9,0.0,35,5.0,10,0
929,Legacy StayWell,59,7.9,0.0,35,4.0,10000,0
930,My Cycles Period and Ovulation,26849,25.270662905500703,0.0,32,4.0,1000000,0
931,Freeletics Gym,5188,21.0,0.0,35,4.0,500000,0
932,Freeletics Nutrition,3809,4.8,0.0,33,5.0,500000,0
933,The Blood Type Dietï¿½,434,5.8,3.99,32,2.0,50000,0
935,Moon Climbing - MoonBoard,304,44.0,0.0,41,4.0,50000,0
936,NYU Langone Health,228,26.0,0.0,33,5.0,50000,0
938,Drink Water Reminder - Hydration and Water Tracker,386,2.2,0.0,33,4.0,10000,0
939,Blue Light Filter & Night Mode - Night Shift Pro,1044,2.7,1.49,34,4.0,5000,0
947,Anytime Workouts,197,20.0,0.0,33,4.0,100000,0
948,LFconnect ï¿½ Workout Tracking,5302,28.0,0.0,33,4.0,500000,0
949,Nadura,2,36.0,0.0,34,4.0,100,0
950,mySymptoms Food Diary & Symptom Tracker (Lite),1378,15.0,0.0,34,4.0,100000,0
951,Fast Tract Diet,43,2.4,7.99,40,4.0,5000,0
952,Poocount - Toilet Journal,8,5.3,1.99,33,5.0,100,0
954,Tarjeton Digital,287,8.3,0.0,34,4.0,10000,0
956,Kegel Trainer - Exercises,28718,8.3,0.0,33,4.0,500000,0
957,Kegel Exercises,2531,3.0,0.0,34,4.0,50000,0
958,Century Hospital,20,2.7,0.0,36,4.0,1000,0
959,"Fruits Benefit in Urdu, Phalon kay Faide",46,17.0,0.0,38,4.0,10000,0
960,Smart B-Trainer,521,51.0,0.0,38,4.0,50000,0
961,Tricep Workout For Men,16,7.5,0.0,40,4.0,5000,0
962,Weight Loss Workout at Home-Lose Weight in 30 Days,1,4.7,0.0,35,4.0,10,0
965,Bar Method,72,8.3,0.0,36,4.0,10000,0
966,Orangetheory Fitness Booking,1006,8.1,0.0,36,4.0,100000,0
967,F45 Training Glofox,51,11.0,0.0,34,4.0,10000,0
968,Burn Boot Camp,35,7.5,0.0,35,4.0,10000,0
969,Yes.Fit,651,31.0,0.0,33,4.0,50000,0
970,YogaWorks,33,8.0,0.0,41,4.0,10000,0
971,Pure Barre,192,7.9,0.0,35,4.0,50000,0
974,Abs Workout - lose belly fat & build ab,19783,7.2,0.0,32,4.0,1000000,0
975,Die 28 Dae Eetplan,1,11.0,0.99,45,4.0,500,0
976,TrainingPeaks,13252,31.0,0.0,33,4.0,500000,0
977,First Aid For Cyclists,167,2.0,0.0,65,2.0,10000,0
978,First Aid for all Emergency,189,6.9,0.0,37,4.0,50000,0
979,Moshi Twilight Sleep Stories: Calm Bedtime App,965,52.0,0.0,32,5.0,100000,0
980,Dog Symptom,7,2.9,0.0,42,5.0,1000,0
982,Remedios Caseros,67,11.0,0.0,32,4.0,10000,0
983,Relaxing Music for Stress - Anxiety Relief & Sleep,436,7.9,0.0,35,4.0,100000,0
984,Urban fit,209,17.0,0.0,33,4.0,10000,0
985,WellTrack - Interactive Self-Help Therapy,42,45.0,0.0,33,4.0,5000,0
986,"Omvana: Meditation, Yoga Sleep",4503,34.0,0.0,74,4.0,100000,1
987,eMoods Bipolar Mood Tracker,3825,25.270662905500703,0.0,34,4.142857142857143,100000,0
988,Sleep+ music for sweet dreams,7,8.3,1.49,33,4.0,50,0
989,"UP! - Depression, Bipolar & Borderline Management",908,14.0,0.0,35,5.0,10000,0
991,Heart Rate Monitor,28667,4.6,0.0,49,3.0,1000000,0
992,Heart Rate Monitor,23668,2.3,0.0,55,4.0,1000000,0
993,BMI Calculator,69,2.1,0.0,35,5.0,1000,0
996,healow,25633,34.0,0.0,36,4.0,1000000,0
997,UAB Medicine Wayfinder,16,60.0,0.0,38,4.0,5000,0
1001,ICanCaRe - Online Wellness & Healthcare App,10,9.7,0.0,33,5.0,100,0
1004,PCDT IST,15,5.9,0.0,41,4.0,5000,0
1006,MedSUS,20,25.0,0.0,35,4.0,1000,0
1011,Blood Donors MT,16,51.0,0.0,35,4.0,1000,0
1012,Shepeard Community Blood,3,6.6,0.0,36,4.0,100,0
1013,TBC Now,9,7.9,0.0,37,4.0,1000,0
1015,????? ??????? ????? ????????,79,4.3,0.0,47,2.0,10000,0
1016,Sound Machine: Sleep & Relax,319,37.0,0.0,45,5.0,10000,0
1020,Homemade Beauty Tips,172,4.0,0.0,43,4.0,50000,0
1022,Running Distance Tracker +,96049,25.270662905500703,0.0,34,5.0,1000000,0
1024,Back Pain Relieving Exercises at Home,66,11.0,0.0,33,4.0,10000,0
1025,Home Workout - No Equipment & Meal Planner,46871,10.0,0.0,35,4.0,5000000,0
1026,5 Minute Pilates,7003,7.4,0.0,39,4.0,100000,0
1027,5 Minute Fat Loss,3228,7.9,0.0,39,4.0,50000,0
1028,5 Minute Home Workouts: Exercises for men & women,19327,15.0,0.0,37,4.0,500000,0
1029,5 Minute Ab Workouts,2440,8.3,0.0,39,4.0,50000,0
1030,5 Minute Yoga,10107,7.3,0.0,39,4.0,100000,0
1031,My Challenge Tracker,12197,75.0,0.0,33,4.0,500000,1
1032,21 Day Fixï¿½ Tracker ï¿½ Official,460,11.0,0.0,57,2.0,100000,0
1033,Bodybuilding.com All Access,1046,21.0,0.0,32,4.0,100000,1
1034,Omnilife My Omnibusiness,1834,4.1,0.0,33,4.0,100000,0
1036,Chest Workouts for Men - Big Chest In 30 Days,542,9.3,0.0,34,4.0,100000,0
1037,Triceps Workout Exercises,48,16.0,0.0,35,4.0,10000,0
1038,Pilates Anytime Yoga Fitness Workouts at Home,24,6.5,0.0,37,4.0,5000,0
1039,Progressive Muscle Relaxation - PMR Pro - English,8,53.0,5.99,36,4.0,100,0
1040,Height Increase Workout [Smart Height],479,6.8,0.0,35,5.0,100000,0
1053,Plank Workout - 30 Days Plank Challenge Free,8587,10.0,0.0,34,4.0,500000,0
1054,Progression Body & Weight Log,132,2.5,0.0,38,4.0,10000,0
1055,Navy PFA Calc,168,1.5,0.99,33,4.0,5000,0
1056,Fitness Calc-Coast Guard,71,2.2,0.0,36,4.0,10000,0
1057,Sleepy - Sleep Cycles,3193,9.9,0.0,34,4.0,100000,0
1058,7 Days Apple Cider Vinegar Weight Loss Diet Plan,22,7.7,0.0,41,4.0,10000,0
1060,MedSUS,1097,22.0,0.0,36,4.0,50000,0
1063,e-SUS AB Territï¿½rio,249,12.0,0.0,39,4.0,10000,0
1065,Best Chest Exercises,102,16.0,0.0,35,4.0,10000,0
1066,Legs Workout Exercises,46,19.0,0.0,35,4.0,10000,0
1067,Back Workout Exercises,64,17.0,0.0,35,4.0,10000,0
1068,Biceps Workout Exercises,47,17.0,0.0,35,4.0,10000,0
1069,Open Food Facts - Scan food. Get the Nutriscore,1723,25.270662905500703,0.0,38,4.142857142857143,500000,0
1070,NS Classic Version,10,19.0,0.0,38,4.0,1000,0
1071,The Secret of Weight,15467,25.270662905500703,0.0,34,4.142857142857143,1000000,0
1072,"Weight Loss Workout for Men, Lose Weight - 30 Days",2714,7.4,0.0,33,4.0,500000,0
1073,100 Pull-Ups - Ultimate Workout,13007,6.0,0.0,33,4.0,500000,0
1074,Plank Workout - 30 Day Challenge for Weight Loss,894,8.6,0.0,37,4.0,50000,0
1075,Flexibility Training & Stretching Exercise at Home,12664,23.0,0.0,33,4.0,1000000,0
1076,KROWN FITNESS,10,43.0,0.0,33,4.0,500,0
1077,Activa Club,113,29.0,0.0,33,4.0,10000,0
1078,Metropolitan Training,13,23.0,0.0,33,4.0,5000,0
1081,Fitoterapia Chinesa e Brasileira,6,13.0,3.99,43,5.0,100,0
1082,Workout timer : Crossfit WODs & TABATA,1310,6.5,0.0,33,5.0,50000,0
1083,Kettlebell,6654,24.0,0.0,41,4.0,100000,0
1084,SmartWOD Workout Generator,176,12.0,0.0,34,4.0,10000,0
1088,Trainerize,748,83.0,0.0,34,5.0,100000,0
1089,i-gotU Life,2040,22.0,0.0,33,4.0,100000,0
1092,?????-???? ??????? ? ??????? ? ????? ???????,226,52.0,0.0,33,4.0,10000,0
1093,BMI Calculator - Weight Loss & BMR Calculator,1359,10.0,0.0,32,4.0,100000,0
1096,Alimente-se - Dieta e Nutriï¿½ï¿½o com Saï¿½de,4862,12.0,0.0,34,5.0,100000,0
1097,Boxing Round Interval Timer,17224,8.2,0.0,34,4.0,500000,0
1100,Health Tips 1000,78,3.8,0.0,38,2.0,10000,0
1101,12 Daily Workout,2,3.5,0.0,60,3.0,100,0
1102,Secret steps,1,1.5,0.0,37,4.0,10,0
1103,Select PT for Patients,1,26.0,0.0,47,4.0,100,0
1104,NovaCare for Patients,2,26.0,0.0,47,4.0,100,0
1105,Elvasense,10,14.0,0.0,34,4.0,1000,0
1106,Gmateï¿½ ON,52,9.7,0.0,33,4.0,5000,0
1107,Gmateï¿½ Healthcare,40,30.0,0.0,33,4.0,5000,0
1108,Rightest CARE,78,16.0,0.0,32,5.0,5000,0
1109,??????? ????????,44,4.7,0.0,56,2.0,5000,0
1110,Maryland Health Connection,524,44.0,0.0,34,4.0,100000,0
1112,Religare Health - Customer App,242,8.0,0.0,33,4.0,10000,0
1116,14 Day Diet Plan- lose belly fat in 2 weeks,13,10.0,0.0,38,4.0,10000,0
1118,The Loft Nail Bar,1,20.0,0.0,37,4.0,10,0
1122,Yoga for Beginners | Workouts for the mind & body!,760,20.0,0.0,34,4.0,50000,0
1123,Daily Ab Workout - Core & Abs Fitness Exercises,45221,9.9,0.0,38,4.0,10000000,0
1125,Basic-Fit Online,13974,25.0,0.0,32,4.0,500000,0
1126,Suspension Workouts by Fitify,4075,22.0,0.0,39,4.0,100000,0
1128,?????? ?i?,222,27.0,0.0,77,2.0,10000,0
1129,Dr. Greger's Daily Dozen,4668,15.0,0.0,47,4.0,100000,0
1130,Calorie Counter - Fddb Extender,19203,13.0,0.0,33,4.0,500000,0
1131,DietBet - Weight Loss Games,7546,12.0,0.0,33,4.0,100000,0
1132,Glister Smart,69,20.0,0.0,34,4.0,1000,0
1134,OM Mantra Chanting,107,4.5,0.0,35,4.0,10000,0
1135,Lympo - Walk. Run. Earn.,840,24.0,0.0,33,5.0,50000,0
